BSE_Code,Date,BSE_Volume,BSE_Delivery,Price,PrevClose,Segment,Company Name,NSE_Code
533244,231019,44196,37081,52.24,52.12,E ,,
533385,231019,11283,7274,120.69,121.57,E ,,
533408,231019,2901,2150,53.37,53.67,E ,,
533570,231019,10604,8220,51.05,50.81,E ,,
533719,231019,59,55,5469.0,5448.33,E ,,
535276,231019,7228,6135,710.0,712.57,A ,,
536073,231019,4017,4017,24.0,24.97,XT,,
536960,231019,10447,9408,42.96,42.98,B ,,
537007,231019,35145,22302,215.55,216.06,B ,,
537008,231019,69,64,214.46,215.52,B ,,
537483,231019,891,694,203.96,205.03,B ,,
537708,231019,60,50,211.0,211.11,B ,,
538057,231019,20657,15669,54.03,54.12,A ,,
538422,231019,17882,17882,0.52,0.5,XT,,
538683,231019,863,808,731.64,735.12,A ,,
539031,231019,1245,239,216.96,217.55,A ,,
539312,231019,230,190,707.0,710.37,A ,,
539313,231019,25,17,243.97,210.95,B ,,
539480,231019,5,3,206.05,214.54,B ,,
539487,231019,12,12,729.51,728.7,A ,,
539516,231019,4223,4179,214.25,215.09,B ,,
539517,231019,293,291,723.05,725.0,A ,,
539681,231019,50,50,33.99,33.33,XT,,
539784,231019,4,1,209.71,210.32,B ,,
539945,231019,4607,4295,114.63,115.38,B ,,
539980,231019,122,98,121.16,121.07,B ,,
540008,231019,254,246,64.18,64.48,A ,,
540612,231019,965,922,164.17,163.98,B ,,
540669,231019,15337,15143,47.33,47.81,B ,,
540787,231019,48067,43828,75.98,76.2,A ,,
541097,231019,9654,8677,1000.0,1000.0,F ,,
541313,231019,7341,6976,28.97,29.18,A ,,
541809,231019,2467,1884,46.65,46.61,B ,,
541946,231019,14172,14116,1000.0,1000.0,F ,,
541972,231019,1133,1078,598.51,599.79,A ,,
542131,231019,1210,1032,207.15,207.58,B ,,
542230,231019,522,511,46.45,46.58,B ,,
542513,231019,4,2,59.5,59.57,A ,,
542730,231019,7107,5086,44.23,44.38,B ,,
542747,231019,5315,4488,58.73,58.8,A ,,
542758,231019,173,117,227.98,228.39,B ,,
542804,231019,12,12,17.5,18.18,B ,,
542808,231019,21,21,6.59,6.59,B ,,
542810,231019,71,46,65.45,72.7,B ,,
542817,231019,48,48,1.24,1.24,B ,,
542839,231019,1012,1012,0.86,0.85,B ,,
542841,231019,1701,1701,1.59,1.45,B ,,
542842,231019,72,72,52.66,52.63,B ,,
542843,231019,100,100,2.1,2.19,B ,,
542844,231019,504,404,1.24,1.21,B ,,
542845,231019,2,2,7.46,7.46,B ,,
542846,231019,5957,5953,1.55,1.5,B ,,
542847,231019,1620,800,0.6,0.61,B ,,
542848,231019,966,857,1.92,2.1,B ,,
542863,231019,2434,1683,44.23,44.35,B ,,
542909,231019,1,1,1297.82,1296.65,F ,,
542921,231019,1574,1007,154.55,154.91,B ,,
542922,231019,33,31,456.11,461.5,B ,,
543071,231019,15873,14063,15.15,16.39,F ,,
543079,231019,1080,1080,1.1,1.11,F ,,
543092,231019,1,1,2.39,2.39,F ,,
543099,231019,1,1,13.13,14.58,F ,,
543106,231019,1,1,2.36,2.15,F ,,
543144,231019,4627,4124,2.07,2.12,B ,,
543150,231019,18121,16821,0.86,0.85,B ,,
543161,231019,12481,10889,38.61,35.1,F ,,
543165,231019,112,108,51.16,51.5,F ,,
543167,231019,1,1,0.88,0.85,F ,,
543173,231019,408,330,8.18,8.42,B ,,
543174,231019,384,243,0.93,0.93,B ,,
543175,231019,8872,8872,1.18,1.12,B ,,
543176,231019,28,28,6.81,6.34,B ,,
543177,231019,120,54,2.73,2.89,B ,,
543181,231019,3059,1807,8.86,8.89,B ,,
543182,231019,10,10,15.69,15.69,B ,,
543186,231019,67,37,2.23,2.26,B ,,
543215,231019,106,106,1156.3,1158.0,F ,,
543216,231019,1700,1700,1156.95,1157.0,F ,,
543219,231019,193,175,203.95,204.67,B ,,
543221,231019,18829,17477,33.14,33.19,B ,,
543224,231019,36,23,445.0,444.45,B ,,
543226,231019,1272,1191,44.49,44.7,B ,,
543246,231019,13,9,32.21,32.47,B ,,
543250,231019,15,15,52.7,52.79,F ,,
543255,231019,363,260,650.89,651.63,B ,,
543291,231019,56173,43051,61.45,62.56,B ,,
543292,231019,1150,856,97.28,97.93,B ,,
543323,231019,10702,8230,19.96,20.01,B ,,
543326,231019,198,180,540.1,539.98,B ,,
543347,231019,71,64,329.42,329.86,B ,,
543348,231019,760,760,97.2,97.2,B ,,
543357,231019,6,3,87.52,86.9,B ,,
543365,231019,20078,17543,31.86,32.45,B ,,
543383,231019,669,602,87.32,87.72,B ,,
543388,231019,166,132,241.83,242.79,B ,,
543414,231019,5224,2819,13.63,13.74,B ,,
543418,231019,51,51,1084.22,1082.5,F ,,
543437,231019,94,81,53.67,53.88,B ,,
543438,231019,284,169,195.22,193.3,B ,,
543440,231019,6,1,199.89,200.69,B ,,
543450,231019,202,191,168.79,168.0,B ,,
543452,231019,18799,15599,72.72,73.49,E ,,
543454,231019,2414,2353,99.22,99.84,B ,,
543465,231019,3848,3282,46.26,46.45,B ,,
543471,231019,30976,24988,72.98,73.41,E ,,
543472,231019,243,149,32.44,32.41,B ,,
543473,231019,943,817,9.73,9.74,B ,,
543474,231019,3237,2486,22.32,22.34,B ,,
543480,231019,1122,622,53.3,53.0,F ,,
543481,231019,2761,2717,15.26,15.22,B ,,
543501,231019,218,177,28.82,28.08,B ,,
543563,231019,19,19,28.48,28.49,B ,,
543568,231019,1089,1088,23.38,23.4,B ,,
543569,231019,32,31,198.75,198.79,B ,,
543570,231019,3,2,452.2,452.59,B ,,
543571,231019,411,405,63.64,64.09,B ,,
543572,231019,929,707,70.5,70.96,E ,,
543574,231019,10463,2505,16.71,16.67,B ,,
543575,231019,13,9,23.29,23.16,B ,,
543576,231019,1086,1080,64.14,64.18,B ,,
543592,231019,3031,2756,70.4,70.94,E ,,
543605,231019,24,20,45.31,45.08,B ,,
543607,231019,706,686,100.74,100.8,B ,,
543608,231019,519,516,105.42,105.3,B ,,
543628,231019,145,135,232.44,230.32,B ,,
543665,231019,505,475,319.53,322.18,B ,,
543666,231019,25,22,229.63,230.21,B ,,
543677,231019,352,313,20.89,20.86,B ,,
543699,231019,409,402,1057.86,1058.56,F ,,
543710,231019,107,103,64.8,64.77,B ,,
543738,231019,6,3,44.23,44.3,B ,,
543774,231019,5443,4417,27.44,27.77,B ,,
543775,231019,9372,6357,125.46,125.39,B ,,
543776,231019,721,600,151.95,151.33,B ,,
543781,231019,16513,14251,59.93,59.59,E ,,
543819,231019,9675,9087,50.61,50.76,B ,,
543853,231019,4,1,66.35,66.16,B ,,
543900,231019,17490,14611,71.13,71.7,E ,,
543903,231019,11876,11496,59.45,59.97,E ,,
543922,231019,1036,612,71.8,72.35,E ,,
543935,231019,1719,1710,31.7,31.49,B ,,
543944,231019,74,70,438.56,444.3,B ,,
543946,231019,7592,7515,1000.0,1000.0,F ,,
543948,231019,277,232,50.02,50.64,B ,,
543949,231019,316,310,22.79,23.03,B ,,
543952,231019,15238,7970,399.7,410.5,B ,,
543954,231019,323008,195663,44.62,43.61,B ,,
543955,231019,99781,57592,44.89,45.82,B ,,
543956,231019,44,41,166.93,166.8,B ,,
543957,231019,38571,11217,536.9,526.65,B ,,
543958,231019,32707,30969,32.25,32.5,B ,,
543961,231019,5951,5951,78.0,80.5,T ,,
543962,231019,3657,2609,635.2,644.5,B ,,
543975,231019,736,68,150.76,151.99,B ,,
543976,231019,66652,50871,47.08,43.22,X ,,
543986,231019,20607,15181,161.85,164.35,B ,,
543987,231019,114,108,197.1,196.13,B ,,
543988,231019,3970,1869,2565.4,2352.75,B ,,
543999,231019,74,69,67.52,66.45,B ,,
555555,231019,786,477,729.82,735.95,A ,,
590095,231019,216275,112803,50.93,50.72,E ,,
590096,231019,297862,159611,1000.0,1000.0,F ,,
590097,231019,11411,5871,51.08,50.86,E ,,
590098,231019,20561,15295,52.3,52.23,E ,,
590099,231019,11643,7849,50.64,50.41,E ,,
590101,231019,17279,14787,51.06,50.81,E ,,
590103,231019,106342,43444,216.71,217.19,B ,,
590104,231019,7746,4971,477.32,478.66,B ,,
590106,231019,64522,45800,446.67,448.23,B ,,
590107,231019,1955,1533,502.3,502.36,B ,,
590108,231019,181200,105758,55.81,55.96,B ,,
590109,231019,112,93,439.94,441.0,B ,,
590110,231019,34,21,2092.0,2100.0,B ,,
590113,231019,2721,2352,260.2,264.35,E ,,
590115,231019,318,278,198.42,200.09,B ,,
590136,231019,34,17,446.32,447.54,B ,,
590137,231019,5565,4580,443.0,444.36,B ,,
590138,231019,5327,4970,204.73,205.34,B ,,
717504,231019,102,102,91.25,91.31,F ,,
717505,231019,2197,2194,10.35,10.35,F ,,
750810,231019,279436,279436,5.59,6.34,R ,,
800252,231019,9,9,6000.0,5878.0,G ,,
800253,231019,1,1,6099.96,5870.0,G ,,
800258,231019,1,1,5985.0,5910.0,G ,,
800259,231019,10,10,5900.04,6042.4,G ,,
800268,231019,15,15,5900.0,5860.0,G ,,
800291,231019,2,2,6099.3,6047.9,G ,,
800318,231019,60,40,5990.0,5985.0,G ,,
800320,231019,40,26,5930.01,5949.99,G ,,
800322,231019,1,1,5930.0,5930.0,G ,,
800325,231019,146,111,5990.21,6016.5,G ,,
800327,231019,3,2,5945.0,5950.0,G ,,
800328,231019,99,91,5911.67,5980.83,G ,,
800331,231019,4,4,5948.0,5940.0,G ,,
800341,231019,114,114,5985.0,5929.0,G ,,
800385,231019,3,3,5915.1,5960.0,G ,,
800386,231019,5,5,5978.0,5865.05,G ,,
800434,231019,1,1,5930.0,5972.51,G ,,
800437,231019,2,2,5923.55,5845.0,G ,,
800438,231019,5,5,5920.0,5920.0,G ,,
800439,231019,10,10,5870.0,5956.0,G ,,
800441,231019,2620,2620,103.95,104.05,G ,,
800442,231019,10000,10000,102.6,102.6,G ,,
800452,231019,23900,23900,99.7,99.8,G ,,
800488,231019,13,9,6000.0,5960.0,G ,,
800573,231019,7,7,5941.0,5935.0,G ,,
800574,231019,1500,1500,102.0,102.4,G ,,
800575,231019,38,29,5936.0,5935.0,G ,,
800580,231019,77,71,6046.2,6020.26,G ,,
800581,231019,53630,52630,99.45,99.35,G ,,
800596,231019,120,99,5925.0,5903.0,G ,,
890157,231019,1141,803,564.85,567.45,A ,,
890168,231019,620,513,68.0,67.38,B ,,
890179,231019,9563955,9563955,1.05,1.04,XT,,
890181,231019,12,12,371.05,371.05,B ,,
890187,231019,168095,18471,12.13,12.22,A ,,
890188,231019,4177,4177,66.74,65.44,XT,,
890189,231019,100,100,25.0,24.64,X ,,
935321,231019,537,537,1081.0,1085.0,F ,,
935383,231019,2503,2503,10.54,10.51,F ,,
935506,231019,70,70,1039.9,1049.99,F ,,
935514,231019,150,150,1195.0,1194.99,F ,,
935548,231019,464,429,1234.0,1230.0,F ,,
935574,231019,1163,1123,1118.0,1119.75,F ,,
935584,231019,645,645,1165.85,1160.5,F ,,
935642,231019,4,4,1180.0,1175.0,F ,,
935666,231019,600,600,1132.0,1137.5,F ,,
935682,231019,453,453,1124.0,1121.15,F ,,
935688,231019,1,1,1054.3,1075.79,F ,,
935690,231019,10,10,1168.5,1169.4,F ,,
935752,231019,510,510,1054.8,1054.0,F ,,
935788,231019,50,50,991.8,966.25,F ,,
936254,231019,162,162,963.5,969.0,F ,,
936282,231019,30,30,901.0,960.0,F ,,
936294,231019,30,20,1066.63,1065.0,F ,,
936322,231019,1,1,1060.0,1023.85,F ,,
936372,231019,100,100,1620.0,1620.0,F ,,
936374,231019,580,580,1625.0,1625.0,F ,,
936380,231019,100,100,1084.0,1084.0,F ,,
936386,231019,10,10,1040.0,1045.0,F ,,
936394,231019,20,20,1076.0,1074.0,F ,,
936396,231019,100,100,1586.0,1584.0,F ,,
936408,231019,154,154,1050.0,1050.0,F ,,
936412,231019,2322,2091,1074.0,1068.0,F ,,
936464,231019,69,69,1520.5,1520.0,F ,,
936482,231019,20,20,1000.0,1002.0,F ,,
936486,231019,173,173,1040.0,1044.0,F ,,
936520,231019,575,575,1058.0,1062.9,F ,,
936532,231019,100,100,1079.9,1065.0,F ,,
936538,231019,24,24,1000.05,1000.05,F ,,
936550,231019,207,207,1527.02,1518.0,F ,,
936566,231019,82,82,1000.0,1000.0,F ,,
936604,231019,50,50,1000.02,1000.0,F ,,
936606,231019,295,295,1500.66,1498.21,F ,,
936656,231019,197,197,1515.0,1390.0,F ,,
936716,231019,81,81,988.22,988.0,F ,,
936718,231019,10,10,1026.2,1026.2,F ,,
936720,231019,25,25,1520.0,1516.0,F ,,
936722,231019,853,845,949.99,953.67,F ,,
936730,231019,500,500,998.0,998.65,F ,,
936762,231019,2227,1770,1485.0,1500.0,F ,,
936792,231019,50,50,1035.5,1077.0,F ,,
936798,231019,17,17,1265.0,1255.0,F ,,
936806,231019,800,600,1015.0,1012.59,F ,,
936810,231019,1105,900,1034.25,1030.2,F ,,
936826,231019,279,279,1490.67,1487.0,F ,,
936930,231019,80,80,1010.0,1006.0,F ,,
936936,231019,90,90,1006.75,1001.11,F ,,
936953,231019,138,138,1005.0,1009.0,F ,,
936955,231019,50,50,1172.5,1020.4,F ,,
936957,231019,29,29,1490.0,1500.0,F ,,
936969,231019,742,442,992.0,978.92,F ,,
936973,231019,160,80,1430.0,1420.0,F ,,
937009,231019,1245,1200,1067.29,1070.0,F ,,
937017,231019,421,235,1088.64,1086.0,F ,,
937023,231019,20,20,1005.0,1005.0,F ,,
937029,231019,1,1,1120.0,1081.01,F ,,
937049,231019,89,70,1062.0,1060.16,F ,,
937059,231019,1,1,1088.5,1072.0,F ,,
937075,231019,35,35,1370.0,1372.0,F ,,
937091,231019,205,205,980.0,950.0,F ,,
937093,231019,2,2,990.0,990.0,F ,,
937101,231019,510,400,980.0,1002.0,F ,,
937259,231019,45,45,1325.0,1325.0,F ,,
937301,231019,10,0,995.0,990.0,F ,,
937305,231019,146,146,1299.0,1298.0,F ,,
937313,231019,159,159,1061.73,1059.27,F ,,
937315,231019,40,40,1037.15,1037.8,F ,,
937339,231019,161,151,944.0,964.79,F ,,
937341,231019,5,5,1015.0,1015.0,F ,,
937355,231019,1653,1603,1038.0,1008.5,F ,,
937359,231019,14,7,1150.0,1200.0,F ,,
937451,231019,400,400,1252.0,1230.0,F ,,
937457,231019,100,100,1197.5,1146.1,F ,,
937489,231019,77,77,1155.0,1150.0,F ,,
937493,231019,65,65,1212.8,1209.8,F ,,
937495,231019,62,62,950.0,950.0,F ,,
937555,231019,55,55,1181.2,1235.0,F ,,
937557,231019,300,300,1247.0,1250.0,F ,,
937561,231019,43,43,29.09,29.11,F ,,
937581,231019,30,30,1000.0,1010.0,F ,,
937623,231019,20,20,1108.0,1108.0,F ,,
937625,231019,50,50,972.0,980.0,F ,,
937629,231019,168,168,1159.2,1159.8,F ,,
937633,231019,1,1,970.0,970.0,F ,,
937637,231019,80,73,903.11,883.16,F ,,
937679,231019,1,1,959.0,970.0,F ,,
937697,231019,100,100,970.0,1000.0,F ,,
937743,231019,10,10,1000.0,1001.0,F ,,
937777,231019,300,300,990.0,970.0,F ,,
937779,231019,9,9,1161.0,1145.0,F ,,
937785,231019,94,94,1185.0,1185.0,F ,,
937791,231019,50,50,1158.55,1159.0,F ,,
937797,231019,55,55,1105.2,1109.0,F ,,
937805,231019,50,49,907.0,909.5,F ,,
937821,231019,92,92,1013.38,1020.6,F ,,
937825,231019,328,328,916.3,916.76,F ,,
937851,231019,5,5,1049.9,1005.8,F ,,
937877,231019,116,100,1160.0,1129.5,F ,,
937881,231019,69,69,982.0,986.0,F ,,
937899,231019,170,170,1100.0,1225.0,F ,,
937991,231019,40,40,1099.7,1082.85,F ,,
937995,231019,30,30,990.0,985.0,F ,,
938001,231019,49,49,955.0,960.0,F ,,
938005,231019,2005,2005,919.98,930.0,F ,,
938009,231019,10,10,941.2,955.8,F ,,
938013,231019,1011,1011,985.0,980.0,F ,,
938041,231019,1,1,1107.03,1122.28,F ,,
938051,231019,114,50,1090.8,1090.8,F ,,
938055,231019,100,100,1012.0,1016.0,F ,,
938057,231019,144,144,998.0,997.75,F ,,
938061,231019,5,5,1000.0,985.0,F ,,
938069,231019,200,200,979.8,979.8,F ,,
938091,231019,80,80,1000.0,1000.0,F ,,
938099,231019,35,35,959.8,950.0,F ,,
938101,231019,780,780,970.0,960.0,F ,,
938111,231019,115,115,931.0,930.0,F ,,
938123,231019,300,300,985.0,985.0,F ,,
938137,231019,18,18,1065.0,1056.0,F ,,
938145,231019,1,1,975.0,975.0,F ,,
938149,231019,20,20,981.1,1000.0,F ,,
938168,231019,5,5,1031.9,1032.98,F ,,
938172,231019,90,85,968.0,955.0,F ,,
938182,231019,4,2,974.81,999.8,F ,,
938190,231019,9,9,995.0,970.05,F ,,
938208,231019,100,100,950.8,947.0,F ,,
938212,231019,5,5,1000.0,968.0,F ,,
938220,231019,2,2,952.5,950.0,F ,,
938222,231019,461,461,301.5,302.19,F ,,
938224,231019,731,720,302.33,302.26,F ,,
938226,231019,10,10,397.7,407.89,F ,,
938246,231019,26,16,955.0,955.0,F ,,
938262,231019,193,193,999.8,1025.8,F ,,
938278,231019,5,5,1042.0,1026.9,F ,,
938280,231019,503,503,993.16,989.0,F ,,
938294,231019,1005,1005,1010.0,1010.0,F ,,
938302,231019,5,5,972.9,970.0,F ,,
938330,231019,17,17,991.0,1000.0,F ,,
938336,231019,202,65,985.0,990.0,F ,,
938348,231019,800,800,955.1,955.0,F ,,
938354,231019,15,15,1030.45,1020.0,F ,,
938364,231019,10,10,948.0,948.5,F ,,
938366,231019,102,102,997.0,980.2,F ,,
938368,231019,450,450,975.0,983.0,F ,,
938372,231019,100,100,980.0,980.5,F ,,
938412,231019,10,10,954.0,953.8,F ,,
938430,231019,70,70,1008.0,1010.0,F ,,
938434,231019,72,72,963.15,965.0,F ,,
938436,231019,80,80,920.0,939.0,F ,,
938464,231019,2,2,1011.0,950.0,F ,,
938472,231019,100,100,978.0,978.0,F ,,
938482,231019,15,15,1060.0,1007.8,F ,,
938516,231019,10,10,973.2,965.2,F ,,
938518,231019,401,401,951.1,968.7,F ,,
938520,231019,73,72,970.0,975.0,F ,,
938524,231019,20,19,946.0,939.2,F ,,
938530,231019,259,259,951.0,951.0,F ,,
938550,231019,113,100,950.0,955.0,F ,,
938552,231019,20,20,942.0,930.0,F ,,
938564,231019,1050,1000,974.6,962.2,F ,,
938576,231019,90,90,976.0,945.0,F ,,
938578,231019,30,30,1006.0,1030.0,F ,,
938616,231019,10,10,989.8,870.0,F ,,
938624,231019,754,754,995.0,997.0,F ,,
938626,231019,205,205,985.8,988.0,F ,,
938640,231019,1374,1374,998.0,999.99,F ,,
938644,231019,305,305,1002.04,1002.9,F ,,
938656,231019,111,50,943.0,980.0,F ,,
938658,231019,12,12,960.0,950.0,F ,,
938686,231019,24,23,1426.0,1463.7,F ,,
938710,231019,50,50,1005.0,1005.0,F ,,
938718,231019,28,28,995.0,1001.0,F ,,
938720,231019,7,7,983.66,985.0,F ,,
938726,231019,81,81,999.11,983.29,F ,,
938728,231019,10,10,983.0,984.75,F ,,
938742,231019,878,878,1000.9,1002.18,F ,,
938786,231019,358,358,970.0,966.2,F ,,
938790,231019,120,120,974.99,979.0,F ,,
938798,231019,110,110,985.0,989.0,F ,,
938868,231019,26,14,1008.0,991.1,F ,,
938890,231019,400,400,990.0,985.0,F ,,
938892,231019,9324,9324,997.0,994.0,F ,,
951695,231019,1,1,1069000.0,1064553.0,F ,,
957209,231019,1,1,1030000.0,1040123.0,F ,,
957809,231019,1,1,1029277.77,1028650.0,F ,,
958511,231019,1,1,1007192.0,1010000.0,F ,,
958959,231019,1,1,1016036.0,1006809.55,F ,,
959085,231019,1,1,1076000.0,1076000.0,F ,,
961708,231019,20,20,2500.0,2728.0,F ,,
961714,231019,4,4,13800.0,13800.0,F ,,
961728,231019,692,562,1093.1,1097.1,F ,,
961730,231019,44,44,1087.0,1088.04,F ,,
961744,231019,30,30,1107.0,1101.0,F ,,
961765,231019,1,1,1130.0,1135.0,F ,,
961794,231019,647,647,1079.0,1072.0,F ,,
961796,231019,1000,1000,1160.0,1127.11,F ,,
961804,231019,55,55,1360.0,1360.0,F ,,
961807,231019,50,50,1225.0,1309.0,F ,,
961814,231019,500,500,1068.0,1065.0,F ,,
961816,231019,47,47,1358.0,1355.01,F ,,
961818,231019,15,15,1181.0,1181.0,F ,,
961826,231019,5,5,1209.0,1210.0,F ,,
961828,231019,18,18,1083.92,1354.9,F ,,
961830,231019,115,115,1186.7,1197.73,F ,,
961839,231019,40,40,1217.99,1218.0,F ,,
961861,231019,70,70,1080.01,1097.0,F ,,
961895,231019,350,350,1195.05,1196.2,F ,,
961917,231019,123,123,860.0,890.1,W ,,
972599,231019,1,1,980000.0,980000.0,F ,,
972691,231019,10,10,10385.0,10150.0,F ,,
972719,231019,6,4,12520.0,12600.12,F ,,
972721,231019,8,8,12200.2,12201.0,F ,,
973153,231019,2,2,1006500.0,981111.0,F ,,
973491,231019,2939,2886,776.0,777.18,F ,,
973882,231019,1,1,1018000.0,1018000.0,F ,,
973883,231019,1,1,1069900.0,1070000.0,F ,,
974274,231019,1,1,1109847.0,1109240.0,F ,,
974561,231019,1,1,100801.0,100801.0,F ,,
974634,231019,3,3,99000.0,99000.0,F ,,
974654,231019,1,1,99702.21,99673.04,F ,,
974749,231019,25,13,109500.0,109000.0,F ,,
974792,231019,2,2,90000.0,90000.0,F ,,
974817,231019,1,1,71250.0,71500.0,F ,,
974963,231019,3,3,100250.0,100240.0,F ,,
974979,231019,2,1,102200.0,102702.7,F ,,
975003,231019,1,1,102190.0,102109.59,F ,,
975059,231019,3,3,99500.0,0.0,F ,,
975087,231019,4,4,99635.0,99551.0,F ,,
975137,231019,5682,5681,100441.01,100500.0,F ,,
975154,231019,3,3,99010.96,100180.82,F ,,
